vaccine_id,state_id,date,total_doses,first_dose,second_dose,covaxin,covishield,sputnik_v,precaution_dose
1969,10,2021-05-11,405500,318352,87148,1625,403875,0,0
1970,10,2021-05-12,411191,322251,88940,1836,409355,0,0
1971,10,2021-05-13,418484,327646,90838,2221,416263,0,0
1972,10,2021-05-14,425521,332990,92531,2422,423099,0,0
1973,10,2021-05-15,436458,342243,94215,2828,433630,0,0
1974,10,2021-05-16,438881,344615,94266,2828,436053,0,0
1975,10,2021-05-17,444923,350557,94366,3008,441915,0,0
1976,10,2021-05-18,451943,357502,94441,3237,448706,0,0
1977,10,2021-05-19,459632,365111,94521,3422,456210,0,0
1978,10,2021-05-20,466522,371961,94561,3644,462878,0,0
1979,10,2021-05-21,475384,380740,94644,3878,471506,0,0
1980,10,2021-05-22,483931,389263,94668,4185,479746,0,0
1981,10,2021-05-23,485579,390887,94692,4185,481394,0,0
1982,10,2021-05-24,491326,396608,94718,4779,486547,0,0
1983,10,2021-05-25,497180,402427,94753,5357,491823,0,0
1984,10,2021-05-26,503101,408309,94792,5547,497554,0,0
1985,10,2021-05-27,508928,414098,94830,5843,503085,0,0
1986,10,2021-05-28,514992,420107,94885,6303,508689,0,0
1987,10,2021-05-29,521480,426519,94961,6629,514851,0,0
1988,10,2021-05-30,524372,429393,94979,6629,517743,0,0
1989,10,2021-05-31,528955,433855,95100,7291,521664,0,0
1990,10,2021-06-01,533504,438285,95219,8029,525475,0,0
1991,10,2021-06-02,537792,442390,95402,8685,529107,0,0
1992,10,2021-06-03,543715,448111,95604,9177,534538,0,0
1993,10,2021-06-04,551988,456053,95935,9573,542415,0,0
1994,10,2021-06-05,563779,467529,96250,9942,553837,0,0
1995,10,2021-06-06,570434,474147,96287,9941,560493,0,0
1996,10,2021-06-07,581671,485171,96500,10208,571463,0,0
1997,10,2021-06-08,592178,495452,96726,10469,581709,0,0
1998,10,2021-06-09,600833,503890,96943,10804,590029,0,0
1999,10,2021-06-10,608564,511379,97185,11064,597500,0,0
2000,10,2021-06-11,614418,516897,97521,11467,602951,0,0
2001,10,2021-06-12,621644,523796,97848,12030,609614,0,0
2002,10,2021-06-13,638918,541029,97889,12030,626888,0,0
2003,10,2021-06-14,658193,559670,98523,12833,645360,0,0
2004,10,2021-06-15,676789,577925,98864,13213,663576,0,0
2005,10,2021-06-16,691969,592719,99250,13885,678084,0,0
2006,10,2021-06-17,708794,609077,99717,14685,694109,0,0
2007,10,2021-06-18,726686,626378,100308,15474,711212,0,0
2008,10,2021-06-19,747361,646436,100925,15908,731453,0,0
2009,10,2021-06-20,760206,659181,101025,15908,744298,0,0
2010,10,2021-06-21,776098,674546,101552,16210,759888,0,0
2011,10,2021-06-22,791272,688792,102480,16527,774745,0,0
2012,10,2021-06-23,805001,701689,103312,16815,788186,0,0
2013,10,2021-06-24,818202,713714,104488,17056,801146,0,0
2014,10,2021-06-25,833836,728178,105658,17479,816357,0,0
2015,10,2021-06-26,856142,748351,107791,17930,838212,0,0
2016,10,2021-06-27,871472,762729,108743,17930,853542,0,0
2017,10,2021-06-28,892220,781063,111157,18115,874105,0,0
2018,10,2021-06-29,914013,800268,113745,18273,895740,0,0
2019,10,2021-06-30,934022,817485,116537,18714,915308,0,0
2020,10,2021-07-01,946993,827800,119193,18835,928158,0,0
2021,10,2021-07-02,960730,837780,122950,19307,941423,0,0
2022,10,2021-07-03,980683,852875,127808,20024,960659,0,0
2023,10,2021-07-04,990480,859902,130578,20024,970456,0,0
2024,10,2021-07-05,1006988,870453,136535,20960,986028,0,0
2025,10,2021-07-06,1021435,880174,141261,21116,1000319,0,0
2026,10,2021-07-07,1036104,889028,147076,21515,1014589,0,0
2027,10,2021-07-08,1047488,896123,151365,21693,1025795,0,0
2028,10,2021-07-09,1063046,904928,158118,21922,1041124,0,0
2029,10,2021-07-10,1083489,917304,166185,22395,1061094,0,0
2030,10,2021-07-11,1096064,925096,170968,22395,1073669,0,0
2031,10,2021-07-12,1113775,935694,178081,22774,1091001,0,0
2032,10,2021-07-13,1127686,943067,184619,22975,1104711,0,0
2033,10,2021-07-14,1144976,954703,190273,23211,1121765,0,0
2034,10,2021-07-15,1155882,960479,195403,23422,1132460,0,0
2035,10,2021-07-16,1166709,965882,200827,23657,1143052,0,0
2036,10,2021-07-17,1184432,975773,208659,24067,1160365,0,0
2037,10,2021-07-18,1190638,978988,211650,24067,1166571,0,0
2038,10,2021-07-19,1202589,985642,216947,24171,1178418,0,0
2039,10,2021-07-20,1213360,990912,222448,24300,1189060,0,0
2040,10,2021-07-21,1221997,994834,227163,24421,1197576,0,0
2041,10,2021-07-22,1232518,999900,232618,24484,1208034,0,0
2042,10,2021-07-23,1243867,1005102,238765,24855,1219012,0,0
2043,10,2021-07-24,1258741,1013223,245518,25332,1233409,0,0
2044,10,2021-07-25,1265385,1016953,248432,25334,1240051,0,0
2045,10,2021-07-26,1276977,1023636,253341,25829,1251148,0,0
2046,10,2021-07-27,1286117,1029078,257039,25945,1260172,0,0
2047,10,2021-07-28,1295529,1034482,261047,26061,1269468,0,0
2048,10,2021-07-29,1304583,1040080,264503,26161,1278422,0,0
2049,10,2021-07-30,1314469,1046130,268339,26281,1288188,0,0
2050,10,2021-07-31,1327101,1054705,272396,26405,1300696,0,0
2051,10,2021-08-01,1335323,1061058,274265,26375,1308948,0,0
2052,10,2021-08-02,1343162,1066012,277150,26485,1316677,0,0
2053,10,2021-08-03,1350317,1070428,279889,26575,1323742,0,0
2054,10,2021-08-04,1356445,1073972,282473,26667,1329778,0,0
2055,10,2021-08-05,1362196,1076956,285240,26750,1335446,0,0
2056,10,2021-08-06,1370190,1081299,288891,26875,1343315,0,0
2057,10,2021-08-07,1382444,1087385,295059,27059,1355385,0,0
2058,10,2021-08-08,1387664,1089646,298018,27060,1360604,0,0
2059,10,2021-08-09,1396911,1094392,302519,27133,1369778,0,0
2060,11,2021-01-16,1146,1146,0,7,1139,0,0
2061,11,2021-01-17,2313,2313,0,14,2299,0,0
2062,11,2021-01-18,2182,2182,0,15,2167,0,0
2063,11,2021-01-19,4842,4842,0,15,4827,0,0
2064,11,2021-01-20,4877,4877,0,18,4859,0,0
2065,11,2021-01-21,8350,8350,0,23,8327,0,0
2066,11,2021-01-22,13183,13183,0,27,13156,0,0
2067,11,2021-01-23,44873,44873,0,31,44842,0,0
2068,11,2021-01-24,46456,46456,0,33,46423,0,0
2069,11,2021-01-25,62496,62496,0,35,62461,0,0
2070,11,2021-01-26,62729,62729,0,38,62691,0,0
2071,11,2021-01-27,68817,68817,0,36,68781,0,0
2072,11,2021-01-28,132621,132621,0,71,132550,0,0
2073,11,2021-01-29,187038,187038,0,77,186961,0,0
2074,11,2021-01-30,211551,211551,0,92,211459,0,0
2075,11,2021-01-31,251207,251207,0,10435,240772,0,0
2076,11,2021-02-01,284170,284170,0,18250,265920,0,0
2077,11,2021-02-02,306639,306639,0,21694,284945,0,0
2078,11,2021-02-03,326450,326450,0,23719,302731,0,0
2079,11,2021-02-04,360502,360502,0,27569,332933,0,0
2080,11,2021-02-05,404841,404841,0,45608,359233,0,0
2081,11,2021-02-06,448811,448811,0,72262,376549,0,0
2082,11,2021-02-07,468838,468838,0,81423,387415,0,0
2083,11,2021-02-08,537364,537364,0,115438,421926,0,0
2084,11,2021-02-09,617709,617709,0,160944,456765,0,0
2085,11,2021-02-10,683599,683599,0,190950,492649,0,0
2086,11,2021-02-11,726174,726174,0,204112,522062,0,0
2087,11,2021-02-12,749435,749435,0,211116,538319,0,0
2088,11,2021-02-13,759801,759799,2,213883,545916,0,0
2089,11,2021-02-14,761555,761549,6,214455,547094,0,0
2090,11,2021-02-15,783293,774751,8542,215562,559189,0,0
2091,11,2021-02-16,799296,784610,14686,216205,568405,0,0
2092,11,2021-02-17,806425,789722,16703,217132,572590,0,0
2093,11,2021-02-18,799523,773109,26414,218356,554753,0,0
2094,11,2021-02-19,843816,807835,35981,218748,589087,0,0
2095,11,2021-02-20,869257,810715,58542,219211,591504,0,0
2096,11,2021-02-21,870310,810973,59337,219211,591762,0,0
2097,11,2021-02-22,884999,812914,72085,219453,593461,0,0
2098,11,2021-02-23,892463,815413,77050,219623,595790,0,0
2099,11,2021-02-24,896424,817727,78697,219778,597949,0,0
2100,11,2021-02-25,943860,819845,124015,219919,599926,0,0
2101,11,2021-02-26,989315,821729,167586,220042,601687,0,0
2102,11,2021-02-27,989319,821733,167586,220042,601691,0,0
2103,11,2021-02-28,989369,821783,167586,220079,601704,0,0
2104,11,2021-03-01,989369,821783,167586,220079,601704,0,0
2105,11,2021-03-02,1153267,956419,196848,220193,736226,0,0
2106,11,2021-03-03,1234893,1015619,219274,221149,794470,0,0
2107,11,2021-03-04,1397814,1143571,254243,223531,920040,0,0
2108,11,2021-03-05,1580465,1284380,296085,227918,1056462,0,0
2109,11,2021-03-06,1745473,1414609,330864,233405,1181204,0,0
2110,11,2021-03-07,1749600,1417812,331788,233455,1184357,0,0
2111,11,2021-03-08,1919226,1551898,367328,238408,1313490,0,0
2112,11,2021-03-09,1719245,1307844,411401,273054,1446117,0,0
2113,11,2021-03-10,1766662,1332660,434002,289227,1477361,0,0
2114,11,2021-03-11,1776940,1341652,435288,289793,1487072,0,0
2115,11,2021-03-12,1947430,1462283,485147,317122,1630232,0,0
2116,11,2021-03-13,2073148,1559499,513649,330274,1742797,0,0
2117,11,2021-03-14,2083779,1568700,515079,331204,1752498,0,0
2118,11,2021-03-15,2231425,1691481,539944,341505,1889843,0,0
2119,11,2021-03-16,2772614,2208185,564429,409421,2363193,0,0
2120,11,2021-03-17,2923717,2349458,574259,413862,2509855,0,0
2121,11,2021-03-18,3112038,2521859,590179,426330,2685708,0,0
2122,11,2021-03-19,3309060,2705730,603330,439823,2869237,0,0
2123,11,2021-03-20,3546628,2933180,613448,460253,3086375,0,0
2124,11,2021-03-21,3756195,3140047,616148,489360,3266835,0,0
2125,11,2021-03-22,3931630,3308984,622646,513578,3418052,0,0
2126,11,2021-03-23,4201102,3571094,630008,562336,3638766,0,0
2127,11,2021-03-24,4381443,3746626,634817,597932,3783511,0,0
2128,11,2021-03-25,4618906,3979710,639196,632475,3986431,0,0
2129,11,2021-03-26,4861329,4217590,643739,663383,4197946,0,0
2130,11,2021-03-27,5116383,4469272,647111,670729,4445654,0,0
2131,11,2021-03-28,5207119,4559341,647778,671258,4535861,0,0
2132,11,2021-03-29,5225227,4576803,648424,671316,4553911,0,0
2133,11,2021-03-30,5438943,4769080,669863,672678,4766265,0,0
2134,11,2021-03-31,5655568,4961044,694524,673898,4981670,0,0
2135,11,2021-04-01,5937684,5220204,717480,674797,5262887,0,0
2136,11,2021-04-02,6454155,5696407,757748,676358,5777797,0,0
2137,11,2021-04-03,6838585,6049037,789548,686336,6152249,0,0
2138,11,2021-04-04,7313218,6481838,831380,743611,6569607,0,0
2139,11,2021-04-05,7584968,6722336,862632,783722,6801246,0,0
2140,11,2021-04-06,7787907,6904732,883175,819115,6968792,0,0
2141,11,2021-04-07,8108812,7190429,918383,895975,7212837,0,0
2142,11,2021-04-08,8473351,7499654,973697,930838,7542513,0,0
2143,11,2021-04-09,8772856,7748080,1024776,949566,7823290,0,0
2144,11,2021-04-10,9055878,7982633,1073245,961536,8094342,0,0
2145,11,2021-04-11,9258859,8155231,1103628,972503,8286356,0,0
2146,11,2021-04-12,9497513,8342548,1154965,981293,8516220,0,0
2147,11,2021-04-13,9703358,8501205,1202153,984510,8718848,0,0
2148,11,2021-04-14,9866787,8622576,1244211,987663,8879124,0,0
2149,11,2021-04-15,10026689,8728318,1298371,992251,9034438,0,0
2150,11,2021-04-16,10165300,8814264,1351036,998071,9167229,0,0
2151,11,2021-04-17,10336808,8921355,1415453,1006242,9330566,0,0
2152,11,2021-04-18,10450564,8991639,1458925,1010942,9439622,0,0
2153,11,2021-04-19,10620128,9083040,1537088,1020152,9599976,0,0
2154,11,2021-04-20,10806479,9181042,1625437,1035224,9771255,0,0
2155,11,2021-04-21,10937835,9250895,1686940,1043714,9894121,0,0
2156,11,2021-04-22,11098076,9328416,1769660,1063478,10034598,0,0
2157,11,2021-04-23,11266124,9412213,1853911,1085356,10180768,0,0
2158,11,2021-04-24,11436249,9495699,1940550,1104672,10331577,0,0
2159,11,2021-04-25,11537861,9549793,1988068,1117611,10420250,0,0
2160,11,2021-04-26,11720832,9634190,2086642,1133157,10587675,0,0
2161,11,2021-04-27,11901253,9718868,2182385,1147759,10753494,0,0
2162,11,2021-04-28,12053881,9787160,2266721,1160903,10892978,0,0
2163,11,2021-04-29,12251389,9873924,2377465,1177260,11074129,0,0
2164,11,2021-04-30,12457754,9965407,2492347,1196985,11260769,0,0
2165,11,2021-05-01,12679389,10092582,2586807,1216289,11463100,0,0
2166,11,2021-05-02,12803024,10161231,2641793,1228523,11574501,0,0
2167,11,2021-05-03,12966110,10243032,2723078,1253962,11712148,0,0
2168,11,2021-05-04,13094157,10330960,2763197,1286410,11807747,0,0
2169,11,2021-05-05,13267196,10417828,2849368,1317572,11949624,0,0
2170,11,2021-05-06,13473812,10505574,2968238,1353073,12120739,0,0
2171,11,2021-05-07,13680484,10593635,3086849,1385646,12294838,0,0
2172,11,2021-05-08,13881007,10676626,3204381,1410541,12470466,0,0
2173,11,2021-05-09,14036695,10741045,3295650,1429197,12607498,0,0
2174,11,2021-05-10,14301060,10840347,3460713,1459681,12841379,0,0
2175,11,2021-05-11,14610441,10952235,3658206,1503298,13107143,0,0
2176,11,2021-05-12,14767554,11041502,3726052,1544826,13222728,0,0
2177,11,2021-05-13,14975803,11145747,3830056,1591042,13384761,0,0
2178,11,2021-05-14,15019896,11180770,3839126,1620083,13399813,0,0
2179,11,2021-05-15,15055582,11213044,3842538,1647234,13408348,0,0
2180,11,2021-05-16,15085762,11243101,3842661,1668359,13417403,0,0
2181,11,2021-05-17,15086042,11243305,3842737,1668343,13417699,0,0
2182,11,2021-05-18,15086347,11243561,3842786,1668327,13418020,0,0
2183,11,2021-05-19,15087757,11244920,3842837,1668322,13419435,0,0
2184,11,2021-05-20,15178758,11322050,3856708,1713265,13465493,0,0
2185,11,2021-05-21,15283427,11411002,3872425,1745516,13537911,0,0
2186,11,2021-05-22,15409606,11511484,3898122,1782573,13627033,0,0
2187,11,2021-05-23,15516777,11596730,3920047,1806036,13710741,0,0
2188,11,2021-05-24,15704013,11761248,3942765,1830304,13873709,0,0
2189,11,2021-05-25,15900264,11931536,3968728,1859369,14040895,0,0
2190,11,2021-05-26,16089270,12096866,3992404,1881227,14208043,0,0
2191,11,2021-05-27,16288328,12267948,4020380,1912467,14375861,0,0
2192,11,2021-05-28,16506745,12450336,4056409,1947731,14559014,0,0
2193,11,2021-05-29,16724256,12634113,4090143,1977768,14746488,0,0
2194,11,2021-05-30,16910245,12795634,4114611,1998001,14912244,0,0
2195,11,2021-05-31,17110619,12965663,4144956,2027524,15083095,0,0
2196,11,2021-06-01,17309564,13131370,4178194,2057837,15251727,0,0
2197,11,2021-06-02,17486132,13283712,4202420,2080011,15406121,0,0
2198,11,2021-06-03,17665975,13433285,4232690,2105389,15560586,0,0
2199,11,2021-06-04,17936071,13674583,4261488,2132268,15803803,0,0
2200,11,2021-06-05,18201215,13915183,4286032,2154329,16046886,0,0
2201,11,2021-06-06,18427691,14128072,4299619,2181397,16246294,0,0
2202,11,2021-06-07,18686516,14359541,4326975,2205473,16481043,0,0
2203,11,2021-06-08,18949901,14587473,4362428,2249623,16700278,0,0
2204,11,2021-06-09,19203211,14801548,4401663,2308692,16894519,0,0
2205,11,2021-06-10,19478852,15022634,4456218,2364338,17114514,0,0
2206,11,2021-06-11,19769106,15262470,4506636,2414734,17354372,0,0
2207,11,2021-06-12,20068185,15522137,4546048,2440016,17628169,0,0
2208,11,2021-06-13,20303072,15729860,4573212,2460501,17842571,0,0
2209,11,2021-06-14,20587151,15979244,4607907,2474478,18112673,0,0
2210,11,2021-06-15,20855692,16214004,4641688,2487006,18368686,0,0
2211,11,2021-06-16,21112010,16440786,4671224,2495920,18616090,0,0
2212,11,2021-06-17,21334287,16632294,4701993,2508022,18826265,0,0
2213,11,2021-06-18,21596263,16854511,4741752,2516083,19080180,0,0
2214,11,2021-06-19,21903561,17116300,4787261,2521478,19382083,0,0
2215,11,2021-06-20,22099535,17278756,4820779,2535203,19564332,0,0
2216,11,2021-06-21,22619651,17730463,4889188,2580075,20039576,0,0
2217,11,2021-06-22,23067276,18105136,4962140,2623677,20443599,0,0
2218,11,2021-06-23,23513610,18475269,5038341,2651638,20861972,0,0
2219,11,2021-06-24,23968923,18826982,5141941,2676641,21292282,0,0
2220,11,2021-06-25,24271144,19053252,5217892,2701521,21569623,0,0
2221,11,2021-06-26,24657300,19330981,5326319,2847731,21809569,0,0
2222,11,2021-06-27,24887523,19500271,5387252,2917629,21969894,0,0
2223,11,2021-06-28,25141162,19683467,5457695,2978729,22162433,0,0
2224,11,2021-06-29,25408616,19872911,5535705,3044974,22363642,0,0
2225,11,2021-06-30,25692042,20070872,5621170,3077789,22614253,0,0
2226,11,2021-07-01,25973769,20266271,5707498,3086327,22887287,155,0
2227,11,2021-07-02,26219791,20427199,5792592,3092723,23126843,225,0
2228,11,2021-07-03,26552791,20653026,5899765,3110442,23442013,336,0
2229,11,2021-07-04,26815799,20835546,5980253,3139824,23675634,341,0
2230,11,2021-07-05,27118289,21037286,6081003,3153557,23964111,621,0
2231,11,2021-07-06,27331752,21181190,6150562,3189898,24140851,1003,0
2232,11,2021-07-07,27340027,21186487,6153540,3191119,24147772,1136,0
2233,11,2021-07-08,27347053,21189977,6157076,3193626,24152200,1227,0
2234,11,2021-07-09,27353299,21193413,6159886,3194344,24157599,1356,0
2235,11,2021-07-10,27637054,21372920,6264134,3216592,24418659,1803,0
2236,11,2021-07-11,27866090,21524473,6341617,3222872,24641322,1896,0
2237,11,2021-07-12,28122889,21694463,6428426,3233512,24886864,2513,0
2238,11,2021-07-13,28376312,21860758,6515554,3253992,25119127,3193,0
2239,11,2021-07-14,28503866,21984688,6519178,3266762,25233284,3820,0
2240,11,2021-07-15,28762393,22155836,6606557,3274930,25483014,4449,0
2241,11,2021-07-16,29037045,22342001,6695044,3281306,25750539,5200,0
2242,11,2021-07-17,29350855,22562358,6788497,3289445,26055483,5927,0
2243,11,2021-07-18,29354675,22564829,6789846,3289561,26059187,5927,0
2244,11,2021-07-19,29751152,22849133,6902019,3299118,26445772,6262,0
2245,11,2021-07-20,30164637,23145112,7019525,3311926,26845957,6754,0
2246,11,2021-07-21,30174789,23152218,7022571,3312285,26855354,7150,0
2247,11,2021-07-22,30682161,23508914,7173247,3319128,27355425,7608,0
2248,11,2021-07-23,31024303,23751722,7272581,3328853,27687416,8034,0
2249,11,2021-07-24,31316732,23953275,7363457,3342221,27965777,8734,0
2250,11,2021-07-25,31639048,24207744,7431304,3348994,28281229,8825,0
2251,11,2021-07-26,31813064,24295191,7517873,3416219,28387709,9136,0
2252,11,2021-07-27,32188899,24554163,7634736,3450947,28728441,9511,0
2253,11,2021-07-28,32203120,24563776,7639344,3452153,28741084,9883,0
2254,11,2021-07-29,32635472,24873108,7762364,3473028,29152288,10156,0
2255,11,2021-07-30,32988155,25138838,7849317,3481382,29496436,10337,0
2256,11,2021-07-31,33278880,25341390,7937490,3541877,29726384,10619,0
2257,11,2021-08-01,33738204,25455648,8282556,3641138,30086385,10681,0
2258,11,2021-08-02,34092852,25735670,8357182,3664068,30417858,10926,0
2259,11,2021-08-03,34430870,25999229,8431641,3730262,30689361,11247,0
2260,11,2021-08-04,34445808,26008632,8437176,3732384,30701892,11532,0
2261,11,2021-08-05,35013810,26465196,8548614,3757072,31244857,11881,0
2262,11,2021-08-06,35630296,26978214,8652082,3775652,31842179,12465,0
2263,11,2021-08-07,36211785,27460899,8750886,3786680,32411985,13120,0
2264,11,2021-08-08,36596532,27636206,8960326,3827094,32756131,13307,0
2265,11,2021-08-09,37152375,28101222,9051153,3925697,33213137,13541,0
2266,12,2021-01-16,1864,1864,0,113,1751,0,0
2267,12,2021-01-17,2069,2069,0,113,1956,0,0
2268,12,2021-01-18,5360,5360,0,231,5129,0,0
2269,12,2021-01-19,11728,11728,0,514,11214,0,0
2270,12,2021-01-20,12354,12354,0,531,11823,0,0
2271,12,2021-01-21,21411,21411,0,758,20653,0,0
2272,12,2021-01-22,33730,33730,0,1254,32476,0,0
2273,12,2021-01-23,43350,43350,0,1518,41832,0,0
2274,12,2021-01-24,44934,44934,0,1772,43162,0,0
2275,12,2021-01-25,72277,72277,0,2897,69380,0,0
2276,12,2021-01-26,72583,72583,0,2898,69685,0,0
2277,12,2021-01-27,80541,80541,0,3093,77448,0,0
2278,12,2021-01-28,87153,87153,0,3377,83776,0,0
2279,12,2021-01-29,92685,92685,0,3497,89188,0,0
2280,12,2021-01-30,95143,95143,0,3566,91577,0,0
2281,12,2021-01-31,95245,95245,0,3566,91679,0,0
2282,12,2021-02-01,96304,96304,0,3567,92737,0,0
2283,12,2021-02-02,97213,97213,0,3567,93646,0,0
2284,12,2021-02-03,99192,99192,0,3636,95556,0,0
2285,12,2021-02-04,103334,103334,0,3827,99507,0,0
2286,12,2021-02-05,107280,107280,0,3853,103427,0,0
2287,12,2021-02-06,108966,108966,0,4114,104852,0,0
2288,12,2021-02-07,110591,110591,0,4410,106181,0,0
2289,12,2021-02-08,140415,140415,0,11300,129115,0,0
2290,12,2021-02-09,157055,157055,0,15199,141856,0,0
2291,12,2021-02-10,164151,164151,0,16774,147377,0,0
2292,12,2021-02-11,171926,171926,0,18715,153211,0,0
2293,12,2021-02-12,176310,176310,0,19572,156738,0,0
2294,12,2021-02-13,178657,178067,590,19916,158151,0,0
2295,12,2021-02-14,178664,178074,590,19916,158158,0,0
2296,12,2021-02-15,188482,185578,2904,22657,162921,0,0
2297,12,2021-02-16,190197,186539,3658,22754,163785,0,0
2298,12,2021-02-17,195563,189505,6058,23088,166417,0,0
2299,12,2021-02-18,206032,193238,12794,23808,169430,0,0
2300,12,2021-02-19,218170,201383,16787,24776,176607,0,0
2301,12,2021-02-20,223857,204604,19253,25434,179170,0,0
2302,12,2021-02-21,224225,204756,19469,25582,179174,0,0
2303,12,2021-02-22,244791,209690,35101,27741,181949,0,0
2304,12,2021-02-23,257756,212356,45400,28723,183633,0,0
2305,12,2021-02-24,260336,213246,47090,29104,184142,0,0
2306,12,2021-02-25,275940,217574,58366,30031,187543,0,0
2307,12,2021-02-26,280173,218507,61666,30352,188155,0,0
2308,12,2021-02-27,280175,218509,61666,30352,188157,0,0
2309,12,2021-02-28,280181,218515,61666,30352,188163,0,0
2310,12,2021-03-01,280181,218515,61666,30352,188163,0,0
2311,12,2021-03-02,290716,225787,64929,31681,194106,0,0
2312,12,2021-03-03,295902,229802,66100,32541,197261,0,0
2313,12,2021-03-04,311564,241858,69706,36185,205673,0,0
2314,12,2021-03-05,327198,254547,72651,38257,216290,0,0
2315,12,2021-03-06,336481,262058,74423,39516,222542,0,0
2316,12,2021-03-07,337525,263037,74488,39918,223119,0,0
2317,12,2021-03-08,365090,285193,79897,44751,240442,0,0
2318,12,2021-03-09,319081,230790,88291,53581,265481,0,0
2319,12,2021-03-10,331094,239333,91761,56695,274380,0,0
2320,12,2021-03-11,339893,246074,93819,59845,280029,0,0
2321,12,2021-03-12,376401,275854,100547,68825,307557,0,0
2322,12,2021-03-13,392137,289284,102853,72394,319724,0,0
2323,12,2021-03-14,395967,292773,103194,73783,322165,0,0
2324,12,2021-03-15,515583,403081,112502,115154,400410,0,0
2325,12,2021-03-16,678896,561120,117776,140404,538492,0,0
2326,12,2021-03-17,748352,627943,120409,151043,597309,0,0
2327,12,2021-03-18,818792,694688,124104,163990,654802,0,0
2328,12,2021-03-19,883097,755578,127519,173487,709610,0,0
2329,12,2021-03-20,908710,779704,129006,176459,732251,0,0
2330,12,2021-03-21,915108,785932,129176,177459,737649,0,0
2331,12,2021-03-22,1064213,930026,134187,191794,872419,0,0
2332,12,2021-03-23,1152753,1016305,136448,200452,952301,0,0
2333,12,2021-03-24,1172883,1035137,137746,203252,969631,0,0
2334,12,2021-03-25,1227860,1087408,140452,209216,1018644,0,0
2335,12,2021-03-26,1279258,1136611,142647,214663,1064595,0,0
2336,12,2021-03-27,1302499,1158970,143529,216683,1085816,0,0
2337,12,2021-03-28,1305966,1162379,143587,217423,1088543,0,0
2338,12,2021-03-29,1306530,1162932,143598,217795,1088735,0,0
2339,12,2021-03-30,1425730,1278501,147229,220955,1204775,0,0
2340,12,2021-03-31,1516855,1366981,149874,224287,1292568,0,0
2341,12,2021-04-01,1594582,1441284,153298,227583,1366999,0,0
2342,12,2021-04-02,1702590,1545216,157374,232473,1470117,0,0
2343,12,2021-04-03,1753953,1594393,159560,234301,1519652,0,0
2344,12,2021-04-04,1800611,1639535,161076,236106,1564505,0,0
2345,12,2021-04-05,1882164,1717234,164930,238299,1643865,0,0
2346,12,2021-04-06,1942196,1774869,167327,239555,1702641,0,0
2347,12,2021-04-07,2028171,1855846,172325,241762,1786409,0,0
2348,12,2021-04-08,2118410,1939723,178687,243696,1874714,0,0
2349,12,2021-04-09,2212252,2024825,187427,248469,1963783,0,0
2350,12,2021-04-10,2283262,2088650,194612,253295,2029967,0,0
2351,12,2021-04-11,2382114,2181488,200626,258387,2123727,0,0
2352,12,2021-04-12,2525834,2307539,218295,270088,2255746,0,0
2353,12,2021-04-13,2657270,2421185,236085,284223,2373047,0,0
2354,12,2021-04-14,2804984,2544240,260744,305886,2499098,0,0
2355,12,2021-04-15,2873554,2596134,277420,315598,2557956,0,0
2356,12,2021-04-16,2957111,2657655,299456,326233,2630878,0,0
2357,12,2021-04-17,3022626,2706244,316382,333602,2689024,0,0
2358,12,2021-04-18,3065865,2740333,325532,339345,2726520,0,0
2359,12,2021-04-19,3162209,2804924,357285,354736,2807473,0,0
2360,12,2021-04-20,3241332,2858633,382699,370276,2871056,0,0
2361,12,2021-04-21,3287414,2890194,397220,380372,2907042,0,0
2362,12,2021-04-22,3344006,2928139,415867,393076,2950930,0,0
2363,12,2021-04-23,3429738,2983811,445927,406664,3023074,0,0
2364,12,2021-04-24,3502761,3032220,470541,416043,3086718,0,0
2365,12,2021-04-25,3539875,3059704,480171,421983,3117892,0,0
2366,12,2021-04-26,3595069,3096107,498962,432816,3162253,0,0
2367,12,2021-04-27,3634905,3122680,512225,442538,3192367,0,0
2368,12,2021-04-28,3675837,3147907,527930,450010,3225827,0,0
2369,12,2021-04-29,3723444,3177552,545892,457255,3266189,0,0
2370,12,2021-04-30,3758377,3199035,559342,464918,3293459,0,0
2371,12,2021-05-01,3776747,3211614,565133,469669,3307078,0,0
2372,12,2021-05-02,3796956,3230331,566625,471634,3325322,0,0
2373,12,2021-05-03,3855063,3279593,575470,475976,3379087,0,0
2374,12,2021-05-04,3926299,3335067,591232,479717,3446582,0,0
2375,12,2021-05-05,3987098,3374963,612135,483343,3503755,0,0
2376,12,2021-05-06,4094206,3447474,646732,486720,3607486,0,0
2377,12,2021-05-07,4204923,3518724,686199,491438,3713485,0,0
2378,12,2021-05-08,4288127,3573590,714537,497059,3791068,0,0
2379,12,2021-05-09,4344758,3612642,732116,499858,3844900,0,0
2380,12,2021-05-10,4475905,3692472,783433,505235,3970670,0,0
2381,12,2021-05-11,4590300,3764214,826086,510021,4080279,0,0
2382,12,2021-05-12,4663197,3817367,845830,523990,4139207,0,0
2383,12,2021-05-13,4765647,3886385,879262,537351,4228296,0,0
2384,12,2021-05-14,4833697,3931468,902229,546074,4287623,0,0
2385,12,2021-05-15,4893748,3977395,916353,559732,4334016,0,0
2386,12,2021-05-16,4937347,4019157,918190,564370,4372977,0,0
2387,12,2021-05-17,5000446,4079084,921362,573194,4427252,0,0
