vaccine_id,state_id,date,total_doses,first_dose,second_dose,covaxin,covishield,sputnik_v,precaution_dose
1,1,2021-01-16,23,23,0,0,23,0,0
2,1,2021-01-17,23,23,0,0,23,0,0
3,1,2021-01-18,42,42,0,0,42,0,0
4,1,2021-01-19,89,89,0,0,89,0,0
5,1,2021-01-20,124,124,0,0,124,0,0
6,1,2021-01-21,239,239,0,0,239,0,0
7,1,2021-01-22,552,552,0,0,552,0,0
8,1,2021-01-23,920,920,0,0,920,0,0
9,1,2021-01-24,966,966,0,0,966,0,0
10,1,2021-01-25,1519,1519,0,0,1519,0,0
11,1,2021-01-26,1519,1519,0,0,1519,0,0
12,1,2021-01-27,1519,1519,0,0,1519,0,0
13,1,2021-01-28,1956,1956,0,0,1956,0,0
14,1,2021-01-29,2024,2024,0,0,2024,0,0
15,1,2021-01-30,2060,2060,0,0,2060,0,0
16,1,2021-01-31,2060,2060,0,0,2060,0,0
17,1,2021-02-01,2060,2060,0,0,2060,0,0
18,1,2021-02-02,2060,2060,0,0,2060,0,0
19,1,2021-02-03,2107,2107,0,0,2107,0,0
20,1,2021-02-04,2290,2290,0,0,2290,0,0
21,1,2021-02-05,2514,2514,0,0,2514,0,0
22,1,2021-02-06,2780,2780,0,0,2780,0,0
23,1,2021-02-07,2780,2780,0,0,2780,0,0
24,1,2021-02-08,2780,2780,0,0,2780,0,0
25,1,2021-02-09,2780,2780,0,0,2780,0,0
26,1,2021-02-10,2780,2780,0,0,2780,0,0
27,1,2021-02-11,2780,2780,0,0,2780,0,0
28,1,2021-02-12,2852,2852,0,0,2852,0,0
29,1,2021-02-13,3040,3040,0,0,3040,0,0
30,1,2021-02-14,3040,3040,0,0,3040,0,0
31,1,2021-02-15,3467,3363,104,0,3363,0,0
32,1,2021-02-16,3467,3363,104,0,3363,0,0
33,1,2021-02-17,3664,3560,104,0,3560,0,0
34,1,2021-02-18,3846,3505,341,0,3505,0,0
35,1,2021-02-19,4898,4246,652,0,4246,0,0
36,1,2021-02-20,5653,4707,946,0,4707,0,0
37,1,2021-02-21,5653,4707,946,0,4707,0,0
38,1,2021-02-22,6856,5358,1498,0,5358,0,0
39,1,2021-02-23,7058,5436,1622,0,5436,0,0
40,1,2021-02-24,7240,5518,1722,0,5518,0,0
41,1,2021-02-25,7763,5867,1896,0,5867,0,0
42,1,2021-02-26,7989,6029,1960,0,6029,0,0
43,1,2021-02-27,7989,6029,1960,0,6029,0,0
44,1,2021-02-28,7989,6029,1960,0,6029,0,0
45,1,2021-03-01,7989,6029,1960,0,6029,0,0
46,1,2021-03-02,8724,6638,2086,0,6638,0,0
47,1,2021-03-03,8837,6749,2088,0,6749,0,0
48,1,2021-03-04,9361,7266,2095,0,7266,0,0
49,1,2021-03-05,9897,7799,2098,0,7799,0,0
50,1,2021-03-06,10498,8288,2210,0,8288,0,0
51,1,2021-03-07,11101,8848,2253,0,8848,0,0
52,1,2021-03-08,12004,9629,2375,0,9629,0,0
53,1,2021-03-09,9932,7542,2390,0,9932,0,0
54,1,2021-03-10,10161,7735,2426,0,10161,0,0
55,1,2021-03-11,10704,8218,2486,0,10704,0,0
56,1,2021-03-12,11321,8735,2586,0,11321,0,0
57,1,2021-03-13,11638,8899,2739,0,11638,0,0
58,1,2021-03-14,11693,8926,2767,0,11693,0,0
59,1,2021-03-15,12045,9202,2843,0,12045,0,0
60,1,2021-03-16,14826,11950,2876,0,14826,0,0
61,1,2021-03-17,15489,12509,2980,0,15489,0,0
62,1,2021-03-18,16131,12948,3183,0,16131,0,0
63,1,2021-03-19,16612,13293,3319,0,16612,0,0
64,1,2021-03-20,17451,13852,3599,0,17451,0,0
65,1,2021-03-21,17478,13868,3610,0,17478,0,0
66,1,2021-03-22,18085,14327,3758,0,18085,0,0
67,1,2021-03-23,19121,15017,4104,0,19121,0,0
68,1,2021-03-24,19693,15247,4446,0,19693,0,0
69,1,2021-03-25,20318,15652,4666,0,20318,0,0
70,1,2021-03-26,20789,15933,4856,0,20789,0,0
71,1,2021-03-27,21356,16292,5064,0,21356,0,0
72,1,2021-03-28,21358,16293,5065,0,21358,0,0
73,1,2021-03-29,21357,16292,5065,0,21357,0,0
74,1,2021-03-30,21840,16701,5139,0,21840,0,0
75,1,2021-03-31,21938,16798,5140,0,21938,0,0
76,1,2021-04-01,22608,17435,5173,0,22608,0,0
77,1,2021-04-02,22738,17559,5179,0,22738,0,0
78,1,2021-04-03,23221,17998,5223,0,23221,0,0
79,1,2021-04-04,23901,18677,5224,0,23901,0,0
80,1,2021-04-05,24774,19499,5275,0,24774,0,0
81,1,2021-04-06,25766,20445,5321,0,25766,0,0
82,1,2021-04-07,27978,22631,5347,0,27978,0,0
83,1,2021-04-08,30766,25363,5403,0,30766,0,0
84,1,2021-04-09,33217,27698,5519,0,33217,0,0
85,1,2021-04-10,35433,29863,5570,0,35433,0,0
86,1,2021-04-11,37624,32012,5612,0,37624,0,0
87,1,2021-04-12,42285,36572,5713,0,42285,0,0
88,1,2021-04-13,48845,43013,5832,0,48845,0,0
89,1,2021-04-14,55595,49654,5941,0,55595,0,0
90,1,2021-04-15,60857,54778,6079,0,60857,0,0
91,1,2021-04-16,67662,61339,6323,0,67662,0,0
92,1,2021-04-17,74019,67451,6568,0,74019,0,0
93,1,2021-04-18,78153,71275,6878,0,78153,0,0
94,1,2021-04-19,83028,75675,7353,0,83028,0,0
95,1,2021-04-20,86910,78973,7937,0,86910,0,0
96,1,2021-04-21,89072,80901,8171,0,89072,0,0
97,1,2021-04-22,91833,83233,8600,0,91833,0,0
98,1,2021-04-23,94166,85201,8965,0,94166,0,0
99,1,2021-04-24,96093,86796,9297,0,96093,0,0
100,1,2021-04-25,97392,87865,9527,0,97392,0,0
101,1,2021-04-26,99109,89290,9819,0,99109,0,0
102,1,2021-04-27,100571,90454,10117,0,100571,0,0
103,1,2021-04-28,101770,91394,10376,0,101770,0,0
104,1,2021-04-29,102998,92417,10581,0,102998,0,0
105,1,2021-04-30,104374,93493,10881,0,104374,0,0
106,1,2021-05-01,105090,94002,11088,0,105090,0,0
107,1,2021-05-02,105285,94125,11160,0,105285,0,0
108,1,2021-05-03,106250,94633,11617,0,106250,0,0
109,1,2021-05-04,107018,95064,11954,0,107018,0,0
110,1,2021-05-05,107955,95500,12455,0,107955,0,0
111,1,2021-05-06,109060,96229,12831,0,109060,0,0
112,1,2021-05-07,110161,96970,13191,0,110161,0,0
113,1,2021-05-08,111168,97639,13529,0,111168,0,0
114,1,2021-05-09,111285,97748,13537,0,111285,0,0
115,1,2021-05-10,112403,98439,13964,0,112403,0,0
116,1,2021-05-11,113019,98845,14174,0,113019,0,0
117,1,2021-05-12,113622,99218,14404,0,113622,0,0
118,1,2021-05-13,114400,99602,14798,0,114400,0,0
119,1,2021-05-14,114498,99690,14808,0,114498,0,0
120,1,2021-05-15,115188,100058,15130,0,115188,0,0
121,1,2021-05-16,115188,100058,15130,0,115188,0,0
122,1,2021-05-17,115627,100492,15135,0,115627,0,0
123,1,2021-05-18,115911,100773,15138,0,115911,0,0
124,1,2021-05-19,116427,101277,15150,0,116427,0,0
125,1,2021-05-20,117180,102027,15153,0,117180,0,0
126,1,2021-05-21,117950,102795,15155,0,117950,0,0
127,1,2021-05-22,118761,103605,15156,0,118761,0,0
128,1,2021-05-23,119144,103988,15156,0,119144,0,0
129,1,2021-05-24,119595,104439,15156,0,119595,0,0
130,1,2021-05-25,120282,105124,15158,0,120282,0,0
131,1,2021-05-26,121091,105933,15158,0,121091,0,0
132,1,2021-05-27,121709,106548,15161,0,121709,0,0
133,1,2021-05-28,122466,107304,15162,0,122466,0,0
134,1,2021-05-29,123483,108317,15166,0,123483,0,0
135,1,2021-05-30,123725,108559,15166,0,123725,0,0
136,1,2021-05-31,124268,109087,15181,0,124268,0,0
137,1,2021-06-01,125007,109821,15186,0,125007,0,0
138,1,2021-06-02,125514,110323,15191,0,125514,0,0
139,1,2021-06-03,126200,111001,15199,0,126200,0,0
140,1,2021-06-04,126713,111506,15207,0,126713,0,0
141,1,2021-06-05,127194,111971,15223,0,127194,0,0
142,1,2021-06-06,127202,111979,15223,0,127202,0,0
143,1,2021-06-07,127759,112507,15252,0,127759,0,0
144,1,2021-06-08,128195,112917,15278,0,128195,0,0
145,1,2021-06-09,128498,113207,15291,0,128498,0,0
146,1,2021-06-10,129402,114098,15304,0,129402,0,0
147,1,2021-06-11,130173,114850,15323,0,130173,0,0
148,1,2021-06-12,131060,115708,15352,0,131060,0,0
149,1,2021-06-13,131063,115711,15352,0,131063,0,0
150,1,2021-06-14,132004,116632,15372,0,132004,0,0
151,1,2021-06-15,132939,117545,15394,0,132939,0,0
152,1,2021-06-16,133931,118511,15420,0,133931,0,0
153,1,2021-06-17,134897,119448,15449,0,134897,0,0
154,1,2021-06-18,135850,120382,15468,0,135850,0,0
155,1,2021-06-19,136707,121201,15506,0,136707,0,0
156,1,2021-06-20,136708,121202,15506,0,136708,0,0
157,1,2021-06-21,137495,121964,15531,0,137495,0,0
158,1,2021-06-22,140296,124729,15567,0,140296,0,0
159,1,2021-06-23,144234,128630,15604,0,144234,0,0
160,1,2021-06-24,149318,133533,15785,0,149318,0,0
161,1,2021-06-25,154100,138254,15846,0,154100,0,0
162,1,2021-06-26,159630,143329,16301,0,159630,0,0
163,1,2021-06-27,161325,145019,16306,0,161325,0,0
164,1,2021-06-28,165921,148486,17435,0,165921,0,0
165,1,2021-06-29,171590,153048,18542,0,171590,0,0
166,1,2021-06-30,176293,156470,19823,0,176293,0,0
167,1,2021-07-01,178502,157304,21198,0,178502,0,0
168,1,2021-07-02,181221,158335,22886,0,181221,0,0
169,1,2021-07-03,184103,159330,24773,0,184103,0,0
170,1,2021-07-04,184515,159342,25173,0,184515,0,0
171,1,2021-07-05,189428,160292,29136,0,189428,0,0
172,1,2021-07-06,196475,161400,35075,0,196475,0,0
173,1,2021-07-07,202865,162373,40492,0,202865,0,0
174,1,2021-07-08,208594,163284,45310,0,208594,0,0
175,1,2021-07-09,215725,164079,51646,0,215725,0,0
176,1,2021-07-10,222583,166096,56487,0,222583,0,0
177,1,2021-07-11,223059,166343,56716,0,223059,0,0
178,1,2021-07-12,230450,168328,62122,0,230450,0,0
179,1,2021-07-13,236645,170392,66253,0,236645,0,0
180,1,2021-07-14,246669,177013,69656,0,246669,0,0
181,1,2021-07-15,251147,178771,72376,0,251147,0,0
182,1,2021-07-16,254814,179879,74935,0,254814,0,0
183,1,2021-07-17,257871,180673,77198,0,257871,0,0
184,1,2021-07-18,258110,180805,77305,0,258110,0,0
185,1,2021-07-19,261259,181725,79534,0,261259,0,0
186,1,2021-07-20,265699,184157,81542,0,265699,0,0
187,1,2021-07-21,265754,184160,81594,0,265754,0,0
188,1,2021-07-22,270664,187006,83658,0,270664,0,0
189,1,2021-07-23,275377,190151,85226,0,275377,0,0
190,1,2021-07-24,279195,192718,86477,0,279195,0,0
191,1,2021-07-25,279839,193281,86558,0,279839,0,0
192,1,2021-07-26,282966,195082,87884,0,282966,0,0
193,1,2021-07-27,286856,197991,88865,0,286856,0,0
194,1,2021-07-28,290801,201244,89557,0,290801,0,0
195,1,2021-07-29,294198,203975,90223,0,294198,0,0
196,1,2021-07-30,296896,206031,90865,0,296896,0,0
197,1,2021-07-31,298969,207419,91550,0,298969,0,0
198,1,2021-08-01,301367,209737,91630,0,301367,0,0
199,1,2021-08-02,302726,210578,92148,0,302726,0,0
200,1,2021-08-03,304142,211561,92581,0,304142,0,0
201,1,2021-08-04,305729,212571,93158,0,305729,0,0
202,1,2021-08-05,307014,213457,93557,0,307014,0,0
203,1,2021-08-06,308177,214333,93844,0,308177,0,0
204,1,2021-08-07,309270,215021,94249,0,309270,0,0
205,1,2021-08-08,309349,215077,94272,0,309349,0,0
206,1,2021-08-09,310643,216046,94597,0,310643,0,0
207,2,2021-01-16,4216,4216,0,0,4216,0,0
208,2,2021-01-17,9251,9251,0,0,9251,0,0
209,2,2021-01-18,12234,12234,0,0,12234,0,0
210,2,2021-01-19,25539,25539,0,0,25539,0,0
211,2,2021-01-20,35901,35901,0,135,35766,0,0
212,2,2021-01-21,45040,45040,0,395,44645,0,0
213,2,2021-01-22,55697,55697,0,573,55124,0,0
214,2,2021-01-23,70380,70380,0,947,69433,0,0
215,2,2021-01-24,74221,74221,0,1087,73134,0,0
216,2,2021-01-25,89879,89879,0,1984,87895,0,0
217,2,2021-01-26,90616,90616,0,1995,88621,0,0
218,2,2021-01-27,107999,107999,0,3166,104833,0,0
219,2,2021-01-28,117543,117543,0,4631,112912,0,0
220,2,2021-01-29,124647,124647,0,5812,118835,0,0
221,2,2021-01-30,133571,133571,0,7925,125646,0,0
222,2,2021-01-31,133623,133623,0,7925,125698,0,0
223,2,2021-02-01,133642,133642,0,7925,125717,0,0
224,2,2021-02-02,133646,133646,0,7925,125721,0,0
225,2,2021-02-03,161302,161302,0,10893,150409,0,0
226,2,2021-02-04,188704,188704,0,13959,174745,0,0
227,2,2021-02-05,218899,218899,0,17464,201435,0,0
228,2,2021-02-06,245938,245938,0,20484,225454,0,0
229,2,2021-02-07,249205,249205,0,20627,228578,0,0
230,2,2021-02-08,263588,263588,0,23315,240273,0,0
231,2,2021-02-09,275654,275654,0,26245,249409,0,0
232,2,2021-02-10,286401,286401,0,29230,257171,0,0
233,2,2021-02-11,294574,294574,0,31656,262918,0,0
234,2,2021-02-12,303031,303031,0,33536,269495,0,0
235,2,2021-02-13,319740,313507,6233,34633,278874,0,0
236,2,2021-02-14,319743,313509,6234,34634,278875,0,0
237,2,2021-02-15,345830,329041,16789,35388,293653,0,0
238,2,2021-02-16,370880,344146,26734,36414,307732,0,0
239,2,2021-02-17,402851,364844,38007,37477,327367,0,0
240,2,2021-02-18,414038,359785,54253,38015,321770,0,0
241,2,2021-02-19,476505,403279,73226,39850,363429,0,0
242,2,2021-02-20,501288,413818,87470,41060,372758,0,0
243,2,2021-02-21,509044,418634,90410,41740,376894,0,0
244,2,2021-02-22,534507,431789,102718,43806,387983,0,0
245,2,2021-02-23,559483,448490,110993,47078,401412,0,0
246,2,2021-02-24,596327,476866,119461,53659,423207,0,0
247,2,2021-02-25,639187,510185,129002,60574,449611,0,0
248,2,2021-02-26,673767,535955,137812,65196,470759,0,0
249,2,2021-02-27,673767,535955,137812,65196,470759,0,0
250,2,2021-02-28,673767,535955,137812,65196,470759,0,0
251,2,2021-03-01,673767,535955,137812,65196,470759,0,0
252,2,2021-03-02,702035,559569,142466,67418,492151,0,0
253,2,2021-03-03,724119,577662,146457,69578,508084,0,0
254,2,2021-03-04,749445,596324,153121,71701,524623,0,0
255,2,2021-03-05,785259,620332,164927,74476,545856,0,0
256,2,2021-03-06,836177,653058,183119,78593,574465,0,0
257,2,2021-03-07,836337,653146,183191,78617,574529,0,0
258,2,2021-03-08,886175,688936,197239,82883,606053,0,0
259,2,2021-03-09,740389,530098,210291,89539,650809,0,0
260,2,2021-03-10,781210,561939,219271,94900,686269,0,0
261,2,2021-03-11,789453,568693,220760,96712,692699,0,0
262,2,2021-03-12,837831,606440,231391,103913,733876,0,0
263,2,2021-03-13,881112,643857,237255,110778,770292,0,0
264,2,2021-03-14,881921,644610,237311,110902,770977,0,0
265,2,2021-03-15,955901,708969,246932,122599,833260,0,0
266,2,2021-03-16,1234075,976078,257997,145251,1088824,0,0
267,2,2021-03-17,1380960,1112607,268353,170164,1210796,0,0
268,2,2021-03-18,1472043,1194255,277788,186695,1285348,0,0
269,2,2021-03-19,1569131,1280956,288175,202942,1366189,0,0
270,2,2021-03-20,1681001,1381802,299199,223400,1457601,0,0
271,2,2021-03-21,1689691,1389085,300606,226239,1463452,0,0
272,2,2021-03-22,1803338,1494286,309052,244907,1558431,0,0
273,2,2021-03-23,1939162,1617797,321365,270231,1668931,0,0
274,2,2021-03-24,2062333,1729748,332585,295142,1767191,0,0
275,2,2021-03-25,2211652,1864559,347093,325173,1886479,0,0
276,2,2021-03-26,2320613,1960827,359786,349550,1971063,0,0
277,2,2021-03-27,2451110,2078246,372864,377544,2073566,0,0
278,2,2021-03-28,2461015,2086565,374450,378976,2082039,0,0
279,2,2021-03-29,2527121,2149525,377596,397004,2130117,0,0
280,2,2021-03-30,2621769,2234331,387438,419605,2202164,0,0
281,2,2021-03-31,2725169,2328018,397151,448242,2276927,0,0
282,2,2021-04-01,2825721,2421043,404678,481315,2344406,0,0
283,2,2021-04-02,2898547,2487480,411067,505786,2392761,0,0
284,2,2021-04-03,2986837,2566814,420023,530038,2456799,0,0
285,2,2021-04-04,3047568,2621707,425861,546389,2501179,0,0
286,2,2021-04-05,3142814,2706804,436010,567792,2575022,0,0
287,2,2021-04-06,3207917,2764322,443595,584072,2623845,0,0
288,2,2021-04-07,3352010,2890332,461678,619956,2732054,0,0
289,2,2021-04-08,3496367,3020007,476360,652047,2844320,0,0
290,2,2021-04-09,3571106,3081066,490040,665935,2905171,0,0
291,2,2021-04-10,3803237,3281351,521886,688816,3114421,0,0
292,2,2021-04-11,3892459,3362926,529533,716938,3175521,0,0
293,2,2021-04-12,3913669,3380423,533246,728993,3184676,0,0
294,2,2021-04-13,3918519,3383754,534765,729750,3188769,0,0
295,2,2021-04-14,4558756,3973533,585223,925165,3633591,0,0
296,2,2021-04-15,4597442,4003901,593541,939760,3657682,0,0
297,2,2021-04-16,4603722,4007469,596253,942285,3661437,0,0
298,2,2021-04-17,4607860,4009940,597920,944014,3663846,0,0
299,2,2021-04-18,4613016,4013140,599876,944220,3668796,0,0
300,2,2021-04-19,4756582,4140526,616056,947164,3809418,0,0
301,2,2021-04-20,4927355,4234572,692783,966614,3960741,0,0
302,2,2021-04-21,4968449,4257182,711267,974969,3993480,0,0
303,2,2021-04-22,5327886,4337021,990865,1012178,4315708,0,0
304,2,2021-04-23,5554779,4464620,1090159,1028859,4525920,0,0
305,2,2021-04-24,5669867,4543318,1126549,1035362,4634505,0,0
306,2,2021-04-25,5678642,4547972,1130670,1035700,4642942,0,0
307,2,2021-04-26,5986083,4761686,1224397,1038678,4947405,0,0
308,2,2021-04-27,6177693,4904030,1273663,1041050,5136643,0,0
309,2,2021-04-28,6281949,4955046,1326903,1088044,5193905,0,0
310,2,2021-04-29,6353841,4988411,1365430,1129406,5224435,0,0
311,2,2021-04-30,6579034,5112011,1467023,1142028,5437006,0,0
312,2,2021-05-01,6694297,5174960,1519337,1149672,5544625,0,0
313,2,2021-05-02,6696325,5176393,1519932,1149985,5546340,0,0
314,2,2021-05-03,6732767,5195851,1536916,1155229,5577538,0,0
315,2,2021-05-04,6748028,5204180,1543848,1157926,5590102,0,0
316,2,2021-05-05,6947225,5273196,1674029,1158649,5788576,0,0
317,2,2021-05-06,7140106,5345545,1794561,1159531,5980575,0,0
318,2,2021-05-07,7255219,5393064,1862155,1167687,6087532,0,0
319,2,2021-05-08,7410800,5436592,1974208,1218670,6192130,0,0
320,2,2021-05-09,7425692,5443382,1982310,1226065,6199627,0,0
321,2,2021-05-10,7427778,5443951,1983827,1227720,6200058,0,0
322,2,2021-05-11,7463899,5450913,2012986,1231872,6232027,0,0
323,2,2021-05-12,7504394,5459958,2044436,1243390,6261004,0,0
324,2,2021-05-13,7551945,5470083,2081862,1249384,6302561,0,0
325,2,2021-05-14,7570886,5474544,2096342,1254311,6316575,0,0
326,2,2021-05-15,7651927,5484714,2167213,1325533,6326394,0,0
327,2,2021-05-16,7664356,5487757,2176599,1337057,6327299,0,0
328,2,2021-05-17,7731254,5504954,2226300,1396931,6334323,0,0
329,2,2021-05-18,7799705,5518465,2281240,1459794,6339911,0,0
330,2,2021-05-19,7835404,5529872,2305532,1490064,6345340,0,0
331,2,2021-05-20,7858242,5540108,2318134,1507305,6350937,0,0
332,2,2021-05-21,7893522,5553124,2340398,1535768,6357725,29,0
333,2,2021-05-22,7912356,5564360,2347996,1545271,6367023,62,0
334,2,2021-05-23,7916347,5565702,2350645,1548415,6367870,62,0
335,2,2021-05-24,8024687,5657964,2366723,1567091,6457526,70,0
336,2,2021-05-25,8166313,5791183,2375130,1579033,6587190,90,0
337,2,2021-05-26,8461498,6077585,2383913,1590535,6870841,122,0
338,2,2021-05-27,9041673,6646298,2395375,1602670,7438870,133,0
339,2,2021-05-28,9489396,7076650,2412746,1621548,7867704,144,0
340,2,2021-05-29,9756270,7274735,2481535,1703809,8052292,169,0
341,2,2021-05-30,9772924,7288465,2484459,1709033,8063722,169,0
342,2,2021-05-31,9868747,7356423,2512324,1747453,8121064,230,0
343,2,2021-06-01,10083415,7553586,2529829,1780292,8302843,280,0
344,2,2021-06-02,10243842,7696078,2547764,1875260,8368274,308,0
345,2,2021-06-03,10341301,7786969,2554332,1904457,8436346,498,0
346,2,2021-06-04,10708410,8141170,2567240,1925318,8782234,858,0
347,2,2021-06-05,10803822,8231348,2572474,1946325,8856083,1414,0
348,2,2021-06-06,10869971,8293652,2576319,1962928,8905629,1414,0
349,2,2021-06-07,11013621,8429887,2583734,2027977,8983724,1920,0
350,2,2021-06-08,11059995,8472406,2587589,2048032,9009451,2512,0
351,2,2021-06-09,11234803,8637923,2596880,2056250,9175289,3264,0
352,2,2021-06-10,11496440,8891341,2605099,2059722,9432881,3837,0
353,2,2021-06-11,11696369,9085932,2610437,2066460,9626017,3892,0
354,2,2021-06-12,11877129,9257127,2620002,2070695,9802056,4378,0
355,2,2021-06-13,11958631,9335665,2622966,2106717,9847536,4378,0
356,2,2021-06-14,12319387,9683451,2635936,2182013,10132783,4591,0
357,2,2021-06-15,12406367,9765707,2640660,2202178,10199373,4816,0
358,2,2021-06-16,12439899,9795862,2644037,2211640,10223252,5007,0
359,2,2021-06-17,12462701,9817124,2645577,2217933,10239256,5512,0
360,2,2021-06-18,12487466,9838546,2648920,2225556,10256380,5530,0
361,2,2021-06-19,12503233,9850955,2652278,2233171,10264507,5555,0
362,2,2021-06-20,13940560,11201229,2739331,2263984,11671021,5555,0
363,2,2021-06-21,14011163,11265333,2745830,2272590,11732994,5579,0
364,2,2021-06-22,14058162,11306134,2752028,2283021,11769342,5799,0
365,2,2021-06-23,14091954,11331864,2760090,2295497,11790373,6084,0
366,2,2021-06-24,14404310,11586263,2818047,2329622,12068278,6410,0
367,2,2021-06-25,14525647,11681453,2844194,2348492,12170245,6910,0
368,2,2021-06-26,14827546,11920947,2906599,2360798,12458694,8054,0
369,2,2021-06-27,14868799,11958632,2910167,2363290,12497455,8054,0
370,2,2021-06-28,15094679,12120023,2974656,2372589,12713087,9003,0
371,2,2021-06-29,15389049,12346836,3042213,2392509,12986450,10090,0
372,2,2021-06-30,15703354,12587352,3116002,2511828,13179682,11844,0
373,2,2021-07-01,15985323,12805075,3180248,2558873,13413668,12782,0
374,2,2021-07-02,16331596,13098513,3233083,2597212,13721089,13295,0
375,2,2021-07-03,16441282,13172868,3268414,2629715,13797338,14229,0
376,2,2021-07-04,16459822,13188358,3271464,2641650,13803886,14286,0
377,2,2021-07-05,16582123,13264570,3317553,2733739,13832995,15389,0
378,2,2021-07-06,16633924,13298596,3335328,2771300,13846543,16081,0
379,2,2021-07-07,16676789,13322285,3354504,2791299,13868759,16731,0
380,2,2021-07-08,16715911,13347419,3368492,2814587,13882291,19033,0
381,2,2021-07-09,16752650,13372990,3379660,2841589,13890216,20845,0
382,2,2021-07-10,16945717,13472620,3473097,2859090,14064529,22098,0
383,2,2021-07-11,17054306,13530165,3524141,2862244,14169951,22111,0
384,2,2021-07-12,17357400,13680228,3677172,2874587,14459530,23283,0
385,2,2021-07-13,17589477,13817568,3771909,2882909,14682543,24025,0
386,2,2021-07-14,18040090,14191112,3848978,2910973,15104391,24726,0
387,2,2021-07-15,18130140,14242409,3887731,2917718,15185783,26639,0
388,2,2021-07-16,18391785,14395270,3996515,2922862,15440430,28493,0
389,2,2021-07-17,18625728,14507747,4117981,2930765,15664487,30476,0
390,2,2021-07-18,18649051,14513706,4135345,2933756,15684647,30648,0
391,2,2021-07-19,18797967,14559126,4238841,2950045,15816136,31786,0
392,2,2021-07-20,19036238,14668281,4367957,2985593,16018000,32645,0
393,2,2021-07-21,19154817,14739379,4415438,2995978,16125111,33728,0
394,2,2021-07-22,19324817,14818721,4506096,3033199,16257222,34396,0
395,2,2021-07-23,19473515,14871831,4601684,3090009,16348427,35079,0
396,2,2021-07-24,19565589,14910329,4655260,3122068,16407455,36066,0
397,2,2021-07-25,19570886,14913421,4657465,3124806,16409878,36202,0
398,2,2021-07-26,20753512,15733829,5019683,3161871,17554815,36826,0
399,2,2021-07-27,20928087,15829320,5098767,3176001,17714678,37408,0
400,2,2021-07-28,21025625,15860970,5164655,3205469,17782235,37921,0
401,2,2021-07-29,21173255,15906265,5266990,3237154,17897672,38429,0
402,2,2021-07-30,21414613,15950840,5463773,3291266,18082827,40520,0
403,2,2021-07-31,21669393,16096801,5572592,3340776,18286201,42416,0
404,2,2021-08-01,21887210,16301072,5586138,3383819,18460786,42605,0
405,2,2021-08-02,22298933,16567700,5731233,3435556,18819489,43888,0
406,2,2021-08-03,22476139,16676151,5799988,3476686,18954688,44765,0
407,2,2021-08-04,22650260,16786246,5864014,3556694,19048375,45191,0
408,2,2021-08-05,22822334,16889200,5933134,3623768,19152235,46331,0
409,2,2021-08-06,23390303,17319552,6070751,3684179,19658229,47895,0
410,2,2021-08-07,23617219,17477123,6140096,3727191,19840682,49346,0
411,2,2021-08-08,23699006,17531461,6167545,3747175,19902415,49416,0
412,2,2021-08-09,23842895,17628583,6214312,3804590,19988469,49836,0
413,3,2021-01-16,81,81,0,0,81,0,0
414,3,2021-01-17,178,178,0,0,178,0,0
415,3,2021-01-18,560,560,0,0,560,0,0
416,3,2021-01-19,574,574,0,0,574,0,0
417,3,2021-01-20,601,601,0,0,601,0,0
418,3,2021-01-21,1154,1154,0,0,1154,0,0
419,3,2021-01-22,1818,1818,0,0,1818,0,0
420,3,2021-01-23,2446,2446,0,0,2446,0,0
421,3,2021-01-24,2529,2529,0,0,2529,0,0
422,3,2021-01-25,3442,3442,0,0,3442,0,0
423,3,2021-01-26,3462,3462,0,0,3462,0,0
424,3,2021-01-27,3998,3998,0,0,3998,0,0
425,3,2021-01-28,5470,5470,0,0,5470,0,0
426,3,2021-01-29,6106,6106,0,0,6106,0,0
427,3,2021-01-30,6491,6491,0,0,6491,0,0
428,3,2021-01-31,6525,6525,0,0,6525,0,0
429,3,2021-02-01,6668,6668,0,0,6668,0,0
430,3,2021-02-02,6668,6668,0,0,6668,0,0
431,3,2021-02-03,6758,6758,0,0,6758,0,0
432,3,2021-02-04,7785,7785,0,0,7785,0,0
433,3,2021-02-05,8745,8745,0,0,8745,0,0
434,3,2021-02-06,9288,9288,0,0,9288,0,0
435,3,2021-02-07,9292,9292,0,0,9292,0,0
436,3,2021-02-08,10438,10438,0,6,10432,0,0
437,3,2021-02-09,10465,10465,0,28,10437,0,0
438,3,2021-02-10,10529,10529,0,28,10501,0,0
439,3,2021-02-11,11372,11372,0,28,11344,0,0
440,3,2021-02-12,12173,12173,0,28,12145,0,0
441,3,2021-02-13,13707,13251,456,28,13223,0,0
442,3,2021-02-14,13730,13274,456,28,13246,0,0
443,3,2021-02-15,17018,15434,1584,28,15406,0,0
444,3,2021-02-16,17130,15546,1584,30,15516,0,0
445,3,2021-02-17,17136,15552,1584,30,15522,0,0
446,3,2021-02-18,20421,17389,3032,34,17355,0,0
447,3,2021-02-19,23982,19872,4110,35,19837,0,0
448,3,2021-02-20,24238,20018,4220,54,19964,0,0
449,3,2021-02-21,24238,20018,4220,54,19964,0,0
450,3,2021-02-22,26904,21550,5354,71,21479,0,0
451,3,2021-02-23,28444,22757,5687,73,22684,0,0
452,3,2021-02-24,28468,22781,5687,73,22708,0,0
453,3,2021-02-25,31209,24649,6560,73,24576,0,0
